feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,credit_risk,good_credit,jurisdiction,gender,predicted_probability,approval_decision,adjusted_probability
4,6,4,68,1,4,3,3,4,45,3,2,2,2,1,1,0,1,0,0,1,0,0,0,1,1,US,Male,0.9031744650438064,1,0.9031744650438064
2,24,4,19,1,5,1,4,1,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,2,0,EU,Male,0.7875430954006254,1,0.7875430954006254
2,12,2,13,1,2,2,1,3,25,3,1,1,1,1,1,0,1,0,1,0,0,0,1,2,0,US,Male,0.3469620118346214,0,0.3469620118346214
3,24,4,13,5,4,3,2,1,37,1,2,2,1,1,1,0,1,0,0,1,0,1,0,2,0,EU,Male,0.8856459066467685,1,0.8856459066467685
4,33,3,28,1,3,2,2,3,26,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Female,0.8299124574643227,1,0.6299124574643227
4,36,4,33,5,5,3,2,3,51,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.9687573942427218,1,0.7687573942427217
4,39,2,86,2,5,3,2,3,45,3,1,1,2,1,0,1,1,0,0,1,0,0,0,1,1,EU,Female,0.9470056537590976,1,0.7470056537590977
4,24,2,14,3,4,2,1,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.8748037888848698,1,0.8748037888848698
1,24,1,25,3,3,3,4,1,22,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.46892187311215666,0,0.46892187311215666
3,15,2,23,1,2,2,3,1,25,3,1,1,1,1,0,0,1,0,0,1,0,1,0,2,0,US,Female,0.7124106316406589,1,0.5124106316406589
1,24,2,18,1,1,3,2,3,30,2,1,2,1,1,0,0,1,0,0,1,0,0,0,2,0,EU,Male,0.3705513827796805,0,0.3705513827796805
4,18,3,23,1,1,4,3,1,34,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.9056101836686855,1,0.9056101836686855
1,15,2,17,1,2,3,3,1,36,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,EU,Female,0.38689061097119964,0,0.18689061097119963
3,18,2,29,1,3,3,1,1,34,3,1,2,1,1,0,0,1,0,0,1,0,1,0,2,0,EU,Male,0.817768029209417,1,0.817768029209417
1,18,2,26,1,3,3,4,4,65,3,2,1,1,1,0,0,1,0,0,0,0,0,1,2,0,EU,Male,0.4336588490090924,0,0.4336588490090924
4,12,4,13,5,5,3,4,4,57,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,EU,Male,0.9630970346887111,1,0.9630970346887111
4,24,2,13,1,4,3,1,1,25,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.8990997278668227,1,0.6990997278668227
2,24,4,17,1,5,3,2,2,48,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1,EU,Female,0.8209254321885754,1,0.6209254321885753
4,5,2,34,1,4,3,4,1,74,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,US,Male,0.9296562700770221,1,0.9296562700770221
4,15,2,13,3,4,3,3,2,36,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.945433559894671,1,0.945433559894671
4,10,2,13,5,5,3,2,2,45,3,1,1,1,2,1,0,0,1,0,1,0,1,0,1,1,US,Male,0.9794577544268137,1,0.9794577544268137
2,48,0,122,5,3,3,2,3,48,1,1,1,2,1,0,0,1,0,0,1,0,0,0,1,1,EU,Female,0.2813337988919865,0,0.0813337988919865
1,36,3,69,1,3,3,3,2,29,2,1,1,2,1,0,0,1,0,0,1,0,0,1,2,0,US,Male,0.3497402583886202,0,0.3497402583886202
4,9,2,25,3,5,3,4,4,51,3,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,EU,Male,0.8077385286435592,1,0.8077385286435592
4,12,2,29,5,1,3,4,4,38,3,1,1,2,1,1,0,1,0,0,1,0,0,0,1,1,EU,Male,0.8831991775794272,1,0.8831991775794272
2,60,2,140,1,4,3,2,4,27,3,1,1,2,1,1,0,1,0,0,1,0,0,0,2,0,US,Male,0.10053844013334493,0,0.10053844013334493
4,42,2,72,5,4,4,4,2,29,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1,1,EU,Male,0.8348683591207964,1,0.8348683591207964
2,6,2,6,1,2,4,3,1,26,3,1,1,1,2,0,0,1,0,0,1,0,1,0,1,1,EU,Female,0.9322022659295062,1,0.7322022659295062
2,30,2,22,1,3,2,2,4,24,1,1,1,1,1,1,0,0,0,0,1,0,0,1,2,0,EU,Male,0.47608692507059885,0,0.47608692507059885
1,24,2,16,1,5,2,4,3,55,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.46874300765861576,0,0.26874300765861575
3,6,4,13,1,5,3,4,1,46,3,2,2,1,2,1,0,1,0,0,1,0,0,1,1,1,US,Male,0.9771888779351635,1,0.9771888779351635
1,18,1,14,1,4,3,4,4,32,3,2,2,1,1,1,0,1,0,0,0,0,1,0,2,0,EU,Female,0.1966768417169079,0,0.0
2,11,4,13,4,3,2,4,3,40,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1,1,US,Male,0.7972171950469913,1,0.7972171950469913
2,12,2,10,4,2,2,4,1,19,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,US,Male,0.6716922991537778,1,0.6716922991537778
4,10,2,14,1,3,2,4,3,64,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,1,EU,Male,0.8374802074961191,1,0.8374802074961191
1,15,4,10,1,3,1,3,2,25,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,US,Male,0.6109835614484846,1,0.6109835614484846
4,21,3,26,3,2,3,2,1,41,1,1,2,1,1,0,0,1,0,0,1,0,1,0,2,0,US,Female,0.9031249565045985,1,0.7031249565045985
1,20,4,22,1,3,4,2,2,33,1,2,1,1,2,1,0,0,0,1,0,0,0,1,2,0,US,Male,0.9051937422443475,1,0.9051937422443475
1,6,2,12,2,5,3,2,2,43,3,1,1,2,1,1,0,1,0,0,1,0,0,1,1,1,EU,Male,0.6644186674014644,1,0.6644186674014644
2,21,4,37,1,4,3,3,2,27,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,US,Male,0.7482989090786871,1,0.7482989090786871
3,24,2,52,1,4,3,2,3,25,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.5092023932044735,0,0.30920239320447346
1,21,2,36,1,4,2,4,3,26,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,US,Male,0.2410620712416533,0,0.2410620712416533
1,12,4,21,1,3,3,2,2,30,3,2,1,1,1,1,0,1,0,0,1,0,0,1,1,1,US,Female,0.5721458409784961,0,0.37214584097849607
4,18,4,11,1,1,2,4,3,65,3,2,1,1,1,0,0,1,0,0,1,1,0,0,1,1,US,Female,0.876135554971837,1,0.6761355549718371
4,36,2,38,5,5,2,4,1,45,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1,1,EU,Male,0.9242642387908893,1,0.9242642387908893
1,18,2,19,1,3,2,4,3,25,1,2,1,1,1,0,0,1,0,1,0,0,0,1,2,0,EU,Female,0.18980298771885895,0,0.0
2,36,3,29,2,5,3,3,4,30,3,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,US,Male,0.3620900729520918,0,0.3620900729520918
1,18,2,35,1,4,2,1,1,25,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,EU,Male,0.8070581667920829,1,0.8070581667920829
2,18,4,64,1,5,3,1,4,41,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.793391912180584,1,0.793391912180584
2,24,2,41,3,2,2,4,3,28,3,1,1,1,1,0,1,1,0,1,0,0,0,1,2,0,US,Female,0.7760591086176237,1,0.5760591086176237
4,18,2,20,1,4,3,1,3,34,2,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.8699459019085322,1,0.6699459019085321
2,18,4,11,1,5,3,3,1,30,1,2,1,1,1,1,0,0,0,0,1,0,0,1,2,0,US,Male,0.8683647455790078,1,0.8683647455790078
4,24,2,35,2,4,2,4,3,23,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,EU,Male,0.9370419337912748,1,0.9370419337912748
4,9,2,20,1,2,2,2,3,19,3,2,1,1,1,0,0,0,1,1,0,0,0,1,2,0,EU,Female,0.6804264390460154,0,0.4804264390460154
1,24,4,30,1,5,3,4,2,63,3,2,1,2,1,0,1,1,0,0,1,0,0,1,1,1,EU,Female,0.9401402472901932,1,0.7401402472901932
2,36,2,48,1,2,2,1,4,30,3,1,1,2,1,0,0,1,0,0,1,0,0,0,1,1,US,Male,0.4243701885244776,0,0.4243701885244776
1,24,4,12,4,5,2,4,2,57,3,2,1,2,1,0,0,1,0,1,0,0,0,0,1,1,US,Female,0.8204903935202765,1,0.6204903935202766
4,24,3,7,5,5,4,4,3,54,3,2,1,2,1,1,0,1,0,0,1,0,0,1,1,1,EU,Male,0.956753490193307,1,0.956753490193307
2,6,1,4,4,2,2,2,2,24,1,1,2,1,1,0,0,1,0,1,0,0,0,1,2,0,US,Male,0.5918704499720178,1,0.5918704499720178
1,24,3,49,1,3,3,4,4,53,3,2,2,1,1,1,0,1,0,0,0,0,0,1,2,0,US,Female,0.2893251340437659,0,0.08932513404376591
4,48,4,116,2,3,2,4,3,24,1,2,1,1,1,0,1,1,0,1,0,0,1,0,2,0,US,Female,0.7255651673321646,1,0.5255651673321646
2,36,3,81,2,5,3,4,3,42,3,4,1,2,1,1,0,1,0,0,1,0,0,0,2,0,EU,Male,0.508135608324388,1,0.508135608324388
1,18,1,19,1,2,3,4,4,36,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,EU,Female,0.158547468455104,0,0.0
1,36,4,96,1,4,3,4,3,24,3,2,1,2,1,0,1,1,0,0,1,0,0,1,2,0,US,Male,0.7564688290324219,1,0.7564688290324219
2,12,0,14,1,3,3,2,1,31,3,1,1,2,1,0,0,1,0,0,1,0,1,0,1,1,US,Male,0.6276559307299892,1,0.6276559307299892
4,12,2,15,1,4,3,4,3,36,3,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Male,0.8930119050985832,1,0.8930119050985832
4,24,4,19,5,3,2,2,3,33,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.9673257925109097,1,0.7673257925109096
4,6,3,17,2,3,3,2,1,34,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,1,US,Female,0.9486287742153866,1,0.7486287742153865
2,12,2,8,2,4,2,4,1,23,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,EU,Male,0.6070304245665424,1,0.6070304245665424
2,9,2,12,1,4,2,4,2,67,3,2,1,2,1,0,0,1,0,0,1,0,0,0,1,1,EU,Male,0.8227603871902012,1,0.8227603871902012
1,24,2,19,1,2,1,3,2,32,3,1,1,1,1,0,0,1,0,0,1,0,0,1,2,0,EU,Male,0.34637565470179527,0,0.34637565470179527
4,15,2,36,5,3,3,2,4,29,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,US,Female,0.8534958910525737,1,0.6534958910525737
4,24,2,23,5,2,3,1,2,54,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,US,Male,0.9025114688454138,1,0.9025114688454138
3,24,4,31,5,3,3,2,3,31,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Female,0.9460783741439357,1,0.7460783741439356
1,18,0,31,1,2,2,4,2,26,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,0,EU,Female,0.16031716235043036,0,0.0
2,12,2,19,1,3,3,2,2,37,3,1,1,1,1,0,0,1,0,0,1,0,1,0,2,0,EU,Male,0.689324335912882,1,0.689324335912882
4,10,2,19,1,3,3,4,2,38,3,1,1,2,2,0,0,1,0,0,1,0,0,1,1,1,US,Female,0.9774429092369867,1,0.7774429092369868
4,9,4,24,1,1,3,3,3,31,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,US,Male,0.9098816761760347,1,0.9098816761760347
1,12,1,21,1,3,1,1,4,29,3,1,1,1,1,0,0,1,0,0,0,0,0,1,2,0,EU,Male,0.2637249273168426,0,0.2637249273168426
1,9,2,14,1,2,2,4,2,22,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,0,EU,Female,0.3528294181818997,0,0.1528294181818997
1,12,1,6,1,3,2,4,1,24,1,1,1,1,1,0,0,1,0,0,1,0,1,0,2,0,EU,Male,0.2787254837533523,0,0.2787254837533523
4,12,2,6,1,3,1,2,1,49,3,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,EU,Female,0.7943817865881827,1,0.5943817865881826
4,12,4,16,4,4,2,2,2,35,3,1,1,1,2,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.9927686165961624,1,0.9927686165961624
1,60,3,68,1,5,3,4,4,63,3,2,1,2,1,0,0,1,0,0,1,0,0,1,2,0,US,Female,0.3197197509918358,0,0.1197197509918358
2,15,0,18,1,2,2,1,1,26,3,2,1,1,1,1,0,1,0,1,0,1,0,0,2,0,US,Male,0.1805556036202448,0,0.1805556036202448
2,11,3,48,1,4,3,4,2,51,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,US,Female,0.7536123780384221,1,0.5536123780384221
1,18,4,53,1,5,3,4,4,36,3,3,1,2,1,1,0,1,0,0,0,0,0,0,1,1,US,Male,0.43328704873881685,0,0.43328704873881685
4,36,3,96,1,2,1,1,3,28,3,2,1,1,1,0,0,1,0,0,1,0,0,1,2,0,US,Female,0.6205673730067773,0,0.4205673730067773
4,12,4,13,1,5,3,4,1,61,3,2,1,1,1,1,0,1,0,0,1,0,1,0,1,1,EU,Female,0.9279826050568221,1,0.7279826050568221
4,48,2,102,5,4,3,3,3,37,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Male,0.7681822435093507,1,0.7681822435093507
1,45,2,18,1,3,3,4,4,23,3,1,1,2,1,0,0,1,0,0,0,0,0,1,2,0,EU,Male,0.21554864544736302,0,0.21554864544736302
4,36,2,74,5,5,3,2,2,37,3,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.8928587203481979,1,0.8928587203481979
2,20,3,26,1,3,3,3,3,29,1,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Female,0.5978782115326269,0,0.39787821153262687
4,36,2,9,3,5,3,4,2,36,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,US,Male,0.7745954050114183,1,0.7745954050114183
2,36,2,143,1,5,3,2,4,57,3,1,1,2,1,1,0,1,0,0,0,0,0,0,2,0,EU,Male,0.21019476236878215,0,0.21019476236878215
4,12,2,14,1,5,3,4,2,47,1,3,2,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Male,0.9043015902683431,1,0.9043015902683431
1,24,1,15,1,4,3,4,3,24,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2,0,US,Male,0.40576836559949303,0,0.40576836559949303
1,6,2,14,1,3,3,2,1,36,1,1,1,2,1,0,0,1,0,0,1,0,1,0,1,1,EU,Male,0.579316056966652,1,0.579316056966652
2,18,0,23,2,2,2,3,3,28,3,2,1,1,1,1,0,1,0,0,1,0,0,1,2,0,US,Female,0.2721449764938915,0,0.07214497649389151
4,12,2,47,5,2,2,4,3,20,3,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,EU,Male,0.9572326895193083,1,0.9572326895193083
4,36,2,24,5,3,2,4,3,25,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.8394137881826749,1,0.8394137881826749
2,12,4,24,3,4,1,3,3,36,3,1,1,2,1,1,0,1,0,0,1,0,0,0,1,1,EU,Male,0.7688935611880312,1,0.7688935611880312
4,7,3,8,5,5,3,4,4,36,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,US,Male,0.953917208879339,1,0.953917208879339
2,39,3,118,2,4,3,3,4,32,3,1,1,2,1,0,0,1,0,1,0,0,0,1,1,1,EU,Female,0.35882180114540524,0,0.15882180114540523
1,36,2,34,1,5,3,2,3,42,3,1,2,1,1,0,0,1,0,0,1,0,0,1,2,0,US,Male,0.43528252840298,0,0.43528252840298
1,24,2,37,1,3,2,4,3,28,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.3084654075560133,0,0.1084654075560133
1,12,2,17,1,3,3,2,1,27,3,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,EU,Male,0.5824075415132659,1,0.5824075415132659
4,9,4,9,3,5,3,2,3,52,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,EU,Female,0.9817130663601978,1,0.7817130663601979
4,36,2,31,5,3,3,4,1,36,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,US,Female,0.8259228851006543,1,0.6259228851006542
4,48,4,89,5,4,3,1,4,35,3,2,1,2,1,0,1,1,0,0,0,0,0,1,1,1,EU,Female,0.9717356803686223,1,0.7717356803686224
2,12,2,15,1,2,4,1,1,23,3,1,1,1,1,0,0,1,0,1,0,0,0,1,2,0,EU,Female,0.6526294398339757,0,0.4526294398339757
2,12,2,10,4,3,4,1,1,22,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,EU,Male,0.7802028460347369,1,0.7802028460347369
4,12,4,27,1,5,2,4,4,57,1,3,1,1,1,0,0,1,0,0,0,0,1,0,1,1,EU,Male,0.8358514532164927,1,0.8358514532164927
4,21,2,28,3,4,2,2,3,31,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,EU,Male,0.6606398041956448,1,0.6606398041956448
4,24,2,24,3,5,3,2,3,35,1,2,1,2,1,0,0,1,0,0,1,0,0,1,2,0,US,Male,0.8734110852104787,1,0.8734110852104787
1,6,2,14,3,1,2,2,2,23,3,1,1,2,1,0,1,1,0,1,0,1,0,0,1,1,EU,Male,0.8135089408745996,1,0.8135089408745996
4,36,3,77,3,4,2,4,3,40,3,2,1,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Female,0.8474917152906891,1,0.6474917152906892
4,12,4,23,5,5,3,4,1,49,3,1,1,2,1,0,0,0,1,0,1,0,0,1,1,1,US,Female,0.9816735981510033,1,0.7816735981510032
4,24,2,34,3,5,3,2,3,31,3,1,2,2,1,0,0,1,0,0,1,0,0,1,1,1,US,Male,0.9243047172480339,1,0.9243047172480339
1,24,2,66,1,3,4,2,3,21,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,US,Male,0.27359565033998645,0,0.27359565033998645
2,9,1,14,2,4,3,3,4,29,3,1,1,1,1,1,0,1,0,0,1,0,0,1,2,0,EU,Male,0.4615746776851169,0,0.4615746776851169
4,36,3,45,1,3,3,2,3,26,3,2,1,2,1,0,0,1,0,0,1,0,0,0,2,0,EU,Male,0.8247945404452173,1,0.8247945404452173
2,6,2,5,1,2,4,1,2,22,3,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,US,Female,0.7439122011113558,1,0.5439122011113557
